UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
8bhw-aiz7,Áreas de Protección para la Producción de alimentos del sur del departamento de la Guajira,"En esta capa se delimitan las Áreas de Protección para la Producción de Alimentos para los 9 municipios que conforman el frente de trabajo del departamento de La Guajira. En este sentido se definen las APPA como:
Áreas de Protección para la Producción de Alimentos - Son aquellas destinadas a la producción de alimentos que se constituyen en determinantes de ordenamiento territorial y norma de superior jerarquía, de acuerdo con el artículo 32 de la Ley 2294 de 2023, que hacen parte de las áreas de especial interés para proteger el derecho humano a la alimentación y gozan de especial protección del Estado, ubicadas dentro de la frontera agrícola nacional y que deben preservarse y mantenerse en el tiempo. (MADR, 2023).
Las APPA son consideradas como suelo de protección por lo que en esta capa se consideran áreas no aptas para el uso urbano, lo que implica que no se pueden definir suelos de expansión, ni categorías de desarrollo restringido sobre ellas. Los usos principales en estas áreas serán actividades agrícolas, pecuarias, pesqueras y acuícolas, además se deberán preservar dichos usos a lo largo del tiempo. De esta manera, se busca salvaguardar la producción de alimentos y asegurar que estas áreas cumplan su papel esencial en la seguridad y soberanía alimentaria.
La delimitación y el área total de la capa (79.782,15 has.) se encuentra enmarcada dentro de la Resolución 289 del 01 de septiembre de 2025 emitida por el Ministerio de Agricultura y Desarrollo Rural.

Capa generada en el sistema MAGNA-SIRGAS 2018 Origen Nacional - 9377.",1492,110,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",No disponible,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"áreas de protección para la producción de alimentos,ordenamiento productivo agropecuario,la guajira,appa,upra,producción de alimentos",2025 Nov 21 09:00:00 PM,https://www.datos.gov.co/resource/8bhw-aiz7.json,https://www.datos.gov.co/d/8bhw-aiz7,[Objetivo] Áreas de protección para producción de alimentos en sur de La Guajira | [Insumos] APPA como determinante de ordenamiento territorial | [Impacto] Autonomía alimentaria y desarrollo rural en zonas vulnerables | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
8eqm-exzb,manaure,"Velocidad del viento cada 10 minutos.
Los datos disponibles a través de este medio pueden ser libremente consumidos bajo los siguientes clausulas: 1.Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidroclimatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",0,0,nacional,False,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,No disponible,2026 Apr 21 06:18:17 AM,https://www.datos.gov.co/resource/8eqm-exzb.json,https://www.datos.gov.co/d/8eqm-exzb,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Velocidad del viento (meteorologia) | [Impacto] Gestion de riesgos agricolas y energia eolica | [Metodo] Razonamiento,3,2,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
8fa5-z4v3,Zonificación de aptitud para el cultivo comercial de Piña (Ananas comosus L.) en Colombia.,"El mapa de aptitud para el cultivo comercial de piña (Ananas comosus L.)es el producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Cultivo comercial de piña, identificación de zonas aptas en colombia, a escala 1:100.000"".

Categorías:

Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de piña (Ananas comosus L.).",146067,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"piña,upra,cultivo,aptitud,ordenamiento,zonificación,planificación",2020 Oct 17 04:44:10 AM,https://www.datos.gov.co/resource/8fa5-z4v3.json,https://www.datos.gov.co/d/8fa5-z4v3,[Objetivo] Mejorar productividad del cultivo de piña | [Insumos] Zonificación de aptitud para piña en Colombia | [Impacto] Aumento de competitividad en mercados nacional e internacional | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
8hyi-z7tu,LISTADO DE PREDIOS MUNICIPIO DE BOYACÁ-BOYACÁ,LISTADO DE PREDIOS MUNICIPIO DE BOYACÁ-BOYACÁ,8869,140,local,False,True,Alcaldía de Boyacá,No Aplica,Territorial,Boyacá,Boyacá,Ordenamiento Territorial,predios,2025 Apr 03 04:28:12 PM,https://www.datos.gov.co/resource/8hyi-z7tu.json,https://www.datos.gov.co/d/8hyi-z7tu,[Objetivo] Predicción de rendimientos agrícolas | [Insumos] listado de predios (uso del suelo) | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,3,2,R04_Agricultura,No disponible,False,,,5.53,-73.36
8q6m-ga98,POT - Conflicto de uso del suelo,"El conflicto de uso de suelo es el resultado de comparar el uso actual con el uso potencial del suelo. El conflicto por uso del suelo se presenta cuando el uso del suelo no corresponde al uso potencial del mismo, es decir, que las exigencias de la cobertura vegetal establecida son diferentes a la capacidad natural ofrecida por el suelo.

Para mayor información puede visitar el Geoportal IDESC: https://idesc.cali.gov.co",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"alcaldía de santiago de cali.,conflicto,uso del suelo,pot 2014",2025 Jul 22 04:11:58 PM,https://www.datos.gov.co/resource/8q6m-ga98.json,https://www.datos.gov.co/d/8q6m-ga98,[Objetivo] Predicción de rendimiento agrícola y ordenamiento territorial | [Insumos] uso del suelo actual y potencial | [Impacto] Mitigación de conflictos de uso y planificación agrícola | [Metodo] Razonamiento,4,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
8qez-p9r4,Producción Por Hectáreas De  Hortalizas En El  Valle Del Cauca,produccion por hectareas de hortalizas en el valle del cauca año 2016,840,210,regional,True,True,Gobernación de Cauca,Función Pública,Territorial,Cauca,Popayán,Agricultura y Desarrollo Rural,"lechuga,habichuela,arveja,cilantro,pepino",2021 Jan 25 04:19:32 PM,https://www.datos.gov.co/resource/8qez-p9r4.json,https://www.datos.gov.co/d/8qez-p9r4,"[Objetivo] Analisis de rendimiento de cultivos de hortalizas | [Insumos] Produccion por hectarea de lechuga, habichuela, etc. | [Impacto] Mejora en prediccion de rendimientos agricolas | [Metodo] Razonamiento",5,3,R04_Agricultura,No disponible,False,,,2.44,-76.61
8xap-gecf,Producción de frutales en el Valle del Cauca,Este conjunto de datos proporciona información detallada sobre la producción de diversos tipos de frutales en el Valle del Cauca.,9992,80,regional,True,True,Gobernación de Valle del Cauca,No Aplica,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"melón b,aguacate,valle,produccion,frutas,guanabana,curuba,granadilla,cítricos,coco,bananito,melón a,maracuyá,borojó,mango,lulo,guayaba,chontaduro,banano,piña,papaya,mora,tomate arbol,pitaya",2024 Jul 09 02:31:44 PM,https://www.datos.gov.co/resource/8xap-gecf.json,https://www.datos.gov.co/d/8xap-gecf,[Objetivo] Predicción de rendimiento agrícola | [Insumos] producción de frutales | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,2.44,-76.61
8xhv-tfhm,Proyectos tecnología ruralidad. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Proyectos de tecnología en el territorio rural del distrito capital.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"bogotá rural,tecnología,tic,clasificación del suelo,planeación,plan de ordenamiento territorial,urbanismo",2026 Apr 06 07:20:59 PM,https://www.datos.gov.co/resource/8xhv-tfhm.json,https://www.datos.gov.co/d/8xhv-tfhm,[Objetivo] Tecnologia aplicada al desarrollo rural | [Insumos] proyectos de tecnologia en suelo rural | [Impacto] Modernizacion del campo y productividad | [Metodo] Razonamiento,4,3,R04_Agricultura,R07_Innovacion,False,,,4.61,-74.08
92iq-kez6,"Cadena Productiva Tomate De Arbol - Area, Producción Y Rendimiento","Cadena Productiva Tomate De Arbol - Area, Producción Y Rendimiento",9290,160,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"tomate de arbol,area,producción,rendimiento,2015",2019 Feb 25 09:25:31 PM,https://www.datos.gov.co/resource/92iq-kez6.json,https://www.datos.gov.co/d/92iq-kez6,"[Objetivo] Predicción de rendimiento de tomate de árbol | [Insumos] área, producción, rendimiento | [Impacto] productividad hortofrutícola | [Metodo] Razonamiento",5,4,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
94ft-3vci,Cadena Productiva Caña De Azúcar - Créditos,Cadena Productiva Caña De Azúcar - Créditos,356,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,caña de azúcar - créditos caña de azucar,2018 Jul 13 09:27:23 PM,https://www.datos.gov.co/resource/94ft-3vci.json,https://www.datos.gov.co/d/94ft-3vci,[Objetivo] Examinar financiamiento a caña de azúcar para anticipar inversión productiva | [Insumos] Registros de créditos de caña de azúcar | [Impacto] Mejores políticas financieras para el sector azucarero | [Metodo] Razonamiento,4,2,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
98n2-v997,Estratificación rural  Bogotá D.C.,"Base gráfica de estratificación socieconómica rural para predios con vivienda o la vivienda independiente o mejora, los cuales se ubican entre el límite de la cabecera – perímetro urbano – y el límite distrital. La estratificación se hace en atención a los factores y procedimientos que determina la ley.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"estrato,sociedad,vivienda,rural,servicios públicos",2026 Apr 06 07:17:49 PM,https://www.datos.gov.co/resource/98n2-v997.json,https://www.datos.gov.co/d/98n2-v997,[Objetivo] Caracterizar la estratificación socioeconómica rural | [Insumos] Estratos de predios rurales en Bogotá | [Impacto] Focalización de subsidios y planeación del desarrollo rural | [Metodo] Razonamiento,3,3,R05_Economia,R04_Agricultura,False,,,4.61,-74.08
996q-682z,Estado de ganado porcino Sucre 2016-2018,Estado actual del ganado porcino en el departamento de Sucre 2019,780,90,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Estadísticas Nacionales,"ganado,porcino",2019 Nov 27 08:26:11 PM,https://www.datos.gov.co/resource/996q-682z.json,https://www.datos.gov.co/d/996q-682z,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Estado del ganado porcino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,9.3,-75.39
998r-x4r3,"Zonificación de aptitud para la producción de pastos angleton (Dichantium aristatum), climacuna (Dichantium anulatum) en Colombia.","El mapa de Zonificación de aptitud para la producción de pastos angleton (Dichantium aristatum ), climacuna (Dichantium anulatum) en Colombia, a escala 1:100.000, es un producto resultante de la integración de criterios y variables físicas y socioecosistemicas, que ha sido utilizado como insumo para las zonificaciones de aptitud para la producción de leche y carne bovina en pastoreo para el mercado nacional y de exportación en Colombia, a escala 1:100.000.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico y socioecosistémico.
Aptitud media: Zonas con limitaciones moderadas de tipo físico y/o socioecosistémico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico y/o socioecosistémico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el establecimiento y desarrollo de la producción de pastos angleton y climacuna.",34229,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"upra,sostenibilidad,climacuna,angleton,pastos,productividad,planificación,zonificación,aptitud",2020 Oct 14 04:34:36 AM,https://www.datos.gov.co/resource/998r-x4r3.json,https://www.datos.gov.co/d/998r-x4r3,"[Objetivo] Zonificar la aptitud para pastos angleton y climacuna, base para la ganadería bovina. | [Insumos] Integración de variables físicas y socioecosistémicas. | [Impacto] Mejora la planificación forrajera y la productividad pecuaria sostenible. | [Metodo] Razonamiento",5,2,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
99aw-4fpg,Mapa de sombras  zona rural Bogotá D.C.,"Es un mapa generado a partir del modelo digital de terreno, aplicando algunos parámetros de iluminación natural, como lo es el acimut y el ángulo de elevación solar. El resultado es un raster de sombras que permite realzar la interpretación de los rasgos geomorfológicos y de la textura del área. Este mapa fue generado en IDECA a partir de los productos cartográficos obtenidos en el contrato 235-2018 área de Bogotá Rural localidades de Sumapaz, Ciudad Bolívar y Usme. El detalle del presente mapa permite trabajar a escalas mayores a 1:5.000.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"uaecd,sombras,zona rural",2026 Apr 06 07:21:34 PM,https://www.datos.gov.co/resource/99aw-4fpg.json,https://www.datos.gov.co/d/99aw-4fpg,[Objetivo] Apoyar la planificación agrícola y ambiental en zona rural | [Insumos] Mapa de sombras del terreno rural | [Impacto] Mejor interpretación del relieve para uso del suelo | [Metodo] Lexico: palabra='zona rural',2,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
